Divisao;Unidade;Código Cliente;Projeto Financeiro;Mês base;Dono de Carteira;Segmento
KD82;I04;387895;179609;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;I07;423624;181218;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;I13;291496;177062;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;I18;407852;179698;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;I19;387929;176561;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;K07;246464;176464;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;K10;423693;181356;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;K13;405894;178613;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;K15;403124;177487;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;K16;249513;176759;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;L05;387996;176731;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;K06;424133;181610;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;K09;423446;181359;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;K18;387847;176764;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;L03;423747;181400;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;M10;406679;178986;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;M13;427142;182813;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;M17;427080;182796;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;N11;388635;181175;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;N15;413469;180595;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;O01;409132;180192;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KD82;O14;430370;183706;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;L06;406922;179114;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;L07;356998;182906;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;L10;388907;176565;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;M03;407929;179731;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;M18;407446;181117;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;N03;173140;176581;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;N05;388006;176648;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;O08;429502;183491;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;O10;388220;176605;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;O18;430307;183838;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;O17;409109;183825;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;O19;427486;182991;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q04;424417;181804;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q05;408407;179903;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q15;387824;176507;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q22;409477;180617;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R03;423452;181342;30/04/2024;COBRANÇA INTERNA - LUIZ;Securitizado
KD82;R08;427596;183040;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R22;407638;179549;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R28;409479;180492;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;R41;387973;176575;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R51;427108;182855;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R64;403121;177459;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;S02;406804;179798;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S05;408366;179995;30/04/2024;COBRANÇA INTERNA - NAYARA;Securitizado
KD82;S06;388308;176546;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S08;407742;179601;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KD82;S17;173099;180206;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S19;388764;176644;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S20;388764;176643;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S22;389901;176732;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q02;430751;183984;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q07;424550;179433;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q08;423856;181463;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q09;423856;181462;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q12;424340;181721;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q19;387824;176505;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q21;409477;180618;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q26;408337;180125;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;Q27;427028;179699;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R15;407686;179557;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;R21;407639;179547;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;Q03;409149;180163;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q06;427681;183216;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q10;423115;181113;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q11;388770;176642;30/04/2024;ASSESSORIA TW - DULCE;Securitizado
KD82;Q16;407330;179393;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;Q20;388830;176459;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;R02;423452;181343;30/04/2024;COBRANÇA INTERNA - LUIZ;Securitizado
KD82;R04;173002;176803;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R14;424932;181985;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R30;388822;177038;30/04/2024;COBRANÇA INTERNA - LUIZ;Securitizado
KD82;R32;26574;176672;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R34;423941;181496;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R39;406710;180277;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;R42;407460;179450;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R43;424108;181677;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R45;424091;181596;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R47;429605;183538;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KD82;R52;429669;183552;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;R60;387937;181593;30/04/2024;ASSESSORIA TW - DULCE;Securitizado
KD82;R61;430361;179495;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KD82;R63;388760;176654;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R23;431515;184176;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R29;423941;181497;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R33;26574;176687;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R38;388879;176646;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R44;171389;181546;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R53;429669;183981;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;S01;426637;182560;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KD82;S11;388265;176666;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S12;423041;180704;30/04/2024;COBRANÇA INTERNA - LUIZ;Securitizado
KD82;S13;431539;184116;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;D03;388030;176678;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;D04;406541;179017;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;D08;387914;176343;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;D12;348691;179929;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;E04;349891;180162;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;E11;406799;179107;30/04/2024;COBRANÇA INTERNA - NAYARA;Securitizado
KD82;E18;409108;180164;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;F06;408341;180018;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;F08;388181;176408;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;G03;389405;176658;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S18;387900;176450;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S29;171860;176723;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S32;387826;176574;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S40;388880;176569;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;T06;409075;180165;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;T11;408334;179896;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;U02;406117;178772;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;U04;406719;179083;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;V04;388235;176468;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;V09;387947;176437;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KD82;G06;387905;176349;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;G18;407763;179664;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;H03;388314;176761;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;H19;388019;176736;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;I11;409316;180455;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;J05;423624;182467;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;K02;427513;183002;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;K08;424021;181584;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;K14;405929;178612;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;K21;409390;180454;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;V15;388738;176662;30/04/2024;COBRANÇA INTERNA - NAYARA;Securitizado
KD82;W17;431634;184184;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;X11;388205;176451;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;X14;388354;176748;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KD82;X20;424217;181663;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Y04;388176;176407;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Y06;387851;176719;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KD82;Y14;408112;179791;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Y17;389892;176725;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Z02;424169;181685;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S15;423884;181489;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S21;348784;176557;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
KD82;S30;172612;176452;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S31;264189;179751;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S39;388880;176570;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;T02;408141;179829;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;T08;275022;179747;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;V01;426288;176661;30/04/2024;ASSESSORIA TW - GUILHERME;Securitizado
KD82;V07;387860;176460;30/04/2024;COBRANÇA INTERNA - LUIZ;Securitizado
KD82;V11;387861;176998;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;S28;361804;184258;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S33;424251;181686;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S38;388880;179661;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;T03;407393;179327;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;T04;249451;180061;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;T05;412266;180676;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;V08;387947;176553;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;V17;406038;178632;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;V18;423877;181491;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;W20;403099;184135;30/04/2024;COBRANÇA INTERNA - LUIZ;Ato
KD82;L01;246714;177552;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;M01;406899;179191;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KD82;M07;346409;176411;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;M08;424247;181681;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;M16;423979;181510;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;M20;409299;180459;30/04/2024;COBRANÇA INTERNA - LUIZ;Preventivo
KD82;N09;409243;180425;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;N10;388234;181320;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;N14;413469;180606;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;O02;430809;184022;30/04/2024;COBRANÇA INTERNA - NAYARA;Ato
KD82;Z05;403042;177479;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Z105;406879;179099;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE42;B103;383307;175316;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KE42;C108;235153;173370;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KE42;D103;404428;178236;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE42;D107;403037;177450;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE42;L103;21809;170760;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
KE42;N104;16032;170360;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE42;R101;355123;170411;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
KE42;T101;355394;170595;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;W25;388768;176846;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;X03;388227;178906;30/04/2024;ASSESSORIA - VM RECOVERY;Securitizado
KD82;X16;388098;176872;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;X21;409401;180461;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;X22;409401;180460;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Y01;423109;183225;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Y11;406821;179073;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Y12;406297;178792;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;Y18;406040;178662;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Z09;390026;176825;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;O03;430497;183833;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;O04;427586;183042;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;O11;388735;183956;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;O12;424332;181716;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;O15;425880;182320;30/04/2024;COBRANÇA INTERNA - NAYARA;Securitizado
KD82;Q01;247515;177503;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q24;424371;181733;30/04/2024;COBRANÇA INTERNA - LUIZ;Securitizado
KD82;Q25;423887;181474;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Q28;388252;176376;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R20;407639;179548;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;R24;430903;184085;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;Z102;408071;179771;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE42;A102;361164;173871;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE42;A106;344112;175445;30/04/2024;COBRANÇA INTERNA - NAYARA;Preventivo
KE42;C107;355202;170487;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
KE42;E103;358401;173378;30/04/2024;COBRANÇA INTERNA - NAYARA;Amigavel
KE82;Q0101;408579;180153;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0102;408579;180138;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0106;408948;180285;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KE82;Q0116;408927;180337;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0118;429572;183504;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0114;409046;180095;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KE82;Q0117;409223;180407;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0124;408792;180205;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0204;408726;180074;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0205;408726;180071;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0213;409073;180166;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0314;408537;180038;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0401;408772;180272;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0402;408858;180371;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0409;408379;180143;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0420;408479;179964;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R25;424095;181583;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R35;409405;180491;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R49;424134;181592;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R50;430388;183835;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R54;424357;181720;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R55;424356;181719;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R56;388166;176700;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R57;387937;183906;30/04/2024;ASSESSORIA TW - DULCE;Em Dia
KD82;R58;426009;176571;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;R59;387937;181595;30/04/2024;ASSESSORIA TW - DULCE;Securitizado
KD82;S04;403097;177463;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0119;408548;180007;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0128;408704;180028;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0203;408572;179988;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0214;408434;179966;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KE82;Q0215;408434;179965;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KE82;Q0218;409006;180168;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0227;409121;180297;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0302;408465;180053;30/04/2024;COBRANÇA INTERNA - RAFAELA;Mediacao
KE82;Q0303;408469;180050;30/04/2024;COBRANÇA INTERNA - RAFAELA;Mediacao
KE82;Q0306;408505;180217;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0307;408623;179913;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S07;388740;176664;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KD82;S10;409317;180482;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S14;423847;181475;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S24;388153;176461;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;S34;408183;179863;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KD82;T01;388748;176660;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KD82;T09;409195;180399;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;U08;406517;178943;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;V03;270537;177518;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KD82;V10;391824;177118;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KE82;Q0423;408488;180142;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0507;408490;180356;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0511;408573;180288;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KE82;Q0517;409016;180345;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0520;408477;180276;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0601;408437;179990;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0606;408765;179900;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0611;408518;180270;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0617;408779;180186;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KE82;Q0618;408948;180308;30/04/2024;COBRANÇA INTERNA - LUIZ;Amigavel
KE82;Q0619;408523;180309;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0312;408695;180314;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0313;408695;180376;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0405;408513;180339;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0408;408494;180045;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KE82;Q0412;408436;179991;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0414;408843;180379;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0416;408553;180215;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0417;408552;179917;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0419;408990;180236;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0421;409198;180390;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
KE82;Q0424;408575;180069;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0622;408664;179911;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0623;423830;181375;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KE82;Q0629;408507;180039;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0630;408565;180233;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0631;408720;180100;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0722;408731;180152;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0725;426936;182737;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
KE82;Q0729;408961;180310;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0801;409093;180405;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
KE82;Q0804;408446;180316;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
KE82;Q0812;408377;180292;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
KE82;Q0818;408711;180256;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0819;408770;180377;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
KE82;Q0829;408574;180289;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0836;408972;180178;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
KE82;Q0912;409055;180058;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0914;427129;182848;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0924;408467;180056;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0925;408467;180057;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0926;408519;180266;30/04/2024;COBRANÇA INTERNA - NAYARA;Amigavel
KE82;Q0928;408550;180016;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q0931;408717;179937;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q1003;408840;180149;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q1008;408992;180384;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q1014;409031;180351;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
KE82;Q1101;409051;180114;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q1105;409161;180295;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q1118;408949;180118;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q1119;408949;180115;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
KE82;Q1120;408949;180251;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
